60 6
apart 13 50
apart 13 55
apart 13 57
apart 14 27
apart 14 35
apart 14 40
apart 14 44
apart 14 46
apart 14 51
apart 14 58
apart 14 59
apart 15 23
apart 15 29
apart 15 33
apart 15 34
apart 15 41
apart 15 43
apart 15 44
apart 15 45
apart 15 46
apart 15 54
apart 15 58
apart 16 24
apart 16 28
apart 16 36
apart 16 38
apart 16 41
apart 16 43
apart 16 46
apart 16 48
apart 16 52
apart 16 55
apart 16 56
apart 17 18
apart 17 21
apart 17 22
apart 17 26
apart 17 27
apart 17 40
apart 17 42
apart 17 43
apart 17 49
together 17 53
apart 17 58
apart 17 59
apart 18 19
apart 18 32
apart 18 36
apart 18 40
apart 18 49
apart 18 52
apart 18 57
apart 19 24
apart 19 39
apart 19 45
apart 19 47
apart 19 48
apart 19 53
apart 19 55
apart 19 59
apart 20 21
apart 20 28
apart 20 31
apart 20 33
apart 20 34
apart 20 42
apart 20 54
apart 20 55
apart 20 58
apart 21 23
apart 21 24
apart 21 35
apart 21 41
apart 21 43
apart 21 47
apart 21 53
apart 21 54
apart 21 55
apart 21 59
apart 22 23
apart 22 24
apart 22 25
apart 22 29
apart 22 32
apart 22 34
apart 22 38
apart 22 42
apart 22 47
apart 22 48
apart 22 49
apart 22 56
apart 22 58
apart 23 26
apart 23 30
apart 23 31
apart 23 36
apart 23 38
apart 23 47
apart 23 50
apart 24 30
apart 24 43
apart 24 46
apart 24 56
apart 24 59
apart 25 30
apart 25 35
apart 25 37
apart 25 43
apart 25 46
apart 25 49
apart 25 50
apart 25 52
apart 25 54
apart 25 55
apart 25 58
apart 26 31
apart 26 32
apart 26 35
apart 26 39
apart 26 40
apart 26 41
apart 26 42
apart 26 50
apart 26 51
apart 26 56
apart 27 39
apart 27 44
apart 27 45
apart 27 50
apart 27 58
apart 28 31
apart 28 36
apart 28 39
apart 28 41
apart 28 42
apart 28 45
apart 28 46
apart 28 53
apart 29 33
apart 29 40
apart 29 41
apart 29 48
apart 29 52
apart 29 56
apart 29 57
apart 30 32
apart 30 34
apart 30 37
apart 30 41
apart 30 42
apart 30 43
apart 30 44
apart 30 55
apart 30 59
apart 31 32
apart 31 38
apart 31 40
apart 31 44
apart 31 50
apart 31 51
apart 31 55
apart 31 59
apart 32 34
apart 32 37
apart 32 41
apart 32 43
apart 32 44
apart 32 51
apart 32 56
apart 33 34
apart 33 36
apart 33 40
apart 33 42
apart 33 54
apart 33 59
apart 34 39
apart 34 40
apart 34 42
apart 34 44
apart 34 59
apart 35 37
apart 35 38
apart 35 43
apart 35 49
apart 35 57
apart 35 58
apart 35 59
apart 36 44
apart 36 46
apart 36 48
apart 36 53
apart 36 54
apart 36 56
apart 36 59
apart 37 43
apart 37 44
apart 37 47
apart 37 52
apart 37 54
apart 37 56
apart 38 44
together 38 51
apart 38 55
apart 38 59
apart 39 45
apart 39 52
apart 39 58
apart 40 43
apart 40 44
apart 40 46
apart 40 48
apart 40 54
apart 40 57
apart 41 43
apart 41 48
apart 41 50
apart 41 58
apart 42 43
apart 42 44
apart 42 47
apart 42 49
apart 42 50
apart 42 52
apart 42 56
apart 42 57
apart 43 50
apart 43 55
apart 43 58
apart 43 59
apart 44 46
apart 44 48
apart 44 50
apart 44 57
apart 45 52
apart 45 57
apart 46 49
apart 46 50
apart 46 55
apart 46 59
apart 47 48
apart 47 51
apart 47 54
apart 47 59
apart 48 49
apart 48 51
apart 48 53
apart 48 54
apart 48 58
apart 49 55
apart 49 59
apart 50 54
apart 51 55
apart 51 58
apart 52 54
apart 52 57
apart 52 58
apart 54 58
apart 54 59
apart 55 58
apart 56 57
