60 6
apart 12 22
apart 12 24
apart 12 33
apart 12 45
apart 12 46
apart 12 56
apart 12 57
apart 13 16
apart 13 27
apart 13 31
apart 13 40
apart 13 41
apart 13 50
apart 14 16
apart 14 21
apart 14 25
apart 14 27
apart 14 33
apart 14 40
apart 14 51
apart 14 55
apart 15 19
apart 15 20
apart 15 23
apart 15 26
apart 15 27
apart 15 28
apart 15 36
apart 15 37
apart 15 39
apart 15 49
apart 15 52
apart 15 54
apart 16 17
apart 16 24
apart 16 37
apart 16 44
apart 16 47
apart 16 49
apart 16 52
apart 16 53
apart 17 21
apart 17 23
apart 17 24
apart 17 25
apart 17 29
apart 17 51
apart 17 55
apart 18 20
apart 18 23
apart 18 25
apart 18 27
apart 18 28
apart 18 29
apart 18 36
apart 18 41
apart 18 44
apart 18 47
apart 18 51
apart 18 58
apart 19 30
apart 19 35
apart 19 36
apart 19 37
apart 19 39
apart 19 40
apart 19 47
apart 19 54
apart 19 59
apart 20 44
apart 20 45
apart 21 28
apart 21 30
apart 21 31
apart 21 37
apart 21 38
apart 21 40
apart 21 41
apart 21 48
apart 21 53
apart 21 56
apart 21 57
apart 21 58
apart 22 29
apart 22 35
apart 22 37
apart 22 42
apart 22 46
apart 22 47
apart 22 50
apart 22 54
apart 23 31
apart 23 32
apart 23 34
apart 23 40
apart 23 41
apart 23 45
apart 23 56
apart 24 25
apart 24 31
apart 24 33
apart 24 43
apart 24 47
apart 24 52
apart 24 53
apart 24 59
apart 25 31
apart 25 35
apart 25 41
apart 25 45
together 25 48
apart 25 52
apart 25 56
apart 26 31
apart 26 45
apart 26 47
apart 26 55
apart 27 28
apart 27 33
apart 27 34
apart 27 35
apart 27 36
apart 27 38
apart 27 39
apart 27 40
apart 27 50
apart 27 52
apart 27 54
apart 27 55
apart 27 56
apart 27 59
apart 28 29
apart 28 34
apart 28 35
apart 28 46
apart 28 48
apart 28 49
apart 28 50
apart 28 52
together 28 55
apart 29 31
apart 29 42
apart 29 53
apart 29 56
apart 29 57
apart 29 59
apart 30 32
apart 30 39
apart 30 41
apart 30 44
apart 30 51
apart 30 55
apart 30 58
apart 31 32
apart 31 34
apart 31 39
apart 31 45
apart 31 47
apart 31 52
apart 31 57
apart 32 35
apart 32 38
apart 32 40
apart 32 42
apart 32 43
apart 32 44
apart 32 52
apart 32 57
apart 32 58
apart 33 34
apart 33 36
apart 33 52
apart 34 42
apart 34 45
apart 34 50
apart 34 54
apart 34 55
apart 35 41
apart 35 43
apart 35 49
apart 35 50
apart 35 55
apart 35 56
apart 35 57
apart 36 38
apart 36 41
apart 36 46
apart 36 54
apart 36 55
apart 36 57
apart 37 40
apart 37 42
apart 37 44
apart 37 48
apart 37 53
apart 38 42
apart 38 44
apart 38 45
together 38 49
apart 38 53
apart 39 40
apart 39 45
apart 39 46
apart 39 47
apart 39 51
apart 39 52
apart 39 53
apart 39 56
apart 40 44
apart 40 45
apart 40 46
apart 40 49
apart 40 50
apart 40 53
apart 40 59
apart 41 43
apart 41 45
apart 41 48
apart 41 53
apart 41 55
apart 41 57
apart 42 43
apart 42 46
apart 42 51
apart 42 53
apart 43 46
apart 43 49
apart 43 51
apart 43 54
apart 44 45
apart 44 46
apart 44 47
apart 44 50
apart 44 53
apart 44 56
apart 45 50
apart 45 55
apart 46 50
apart 46 51
apart 46 58
apart 47 50
apart 47 52
apart 47 58
apart 48 56
apart 48 57
apart 49 50
apart 49 54
apart 50 51
apart 50 54
apart 51 52
apart 51 53
apart 52 57
apart 52 59
apart 53 57
apart 53 58
apart 54 57
apart 55 57
apart 55 58
apart 56 59
apart 57 58
apart 57 59
