60 6
apart 28 39
apart 28 41
apart 28 42
apart 28 49
apart 28 50
apart 28 53
apart 28 57
apart 29 33
apart 29 34
apart 29 43
apart 29 45
apart 29 50
apart 29 53
apart 29 55
apart 29 59
apart 30 36
apart 30 39
apart 30 50
apart 30 53
apart 30 57
apart 31 34
apart 31 35
apart 31 39
apart 31 40
apart 31 42
apart 31 43
apart 31 49
apart 31 59
apart 32 37
apart 32 39
apart 32 42
apart 32 44
apart 32 50
apart 32 52
apart 32 55
apart 32 56
apart 32 58
apart 33 37
apart 33 39
apart 33 45
apart 33 48
apart 33 50
apart 33 55
apart 33 56
apart 33 57
apart 33 58
apart 34 41
apart 34 48
apart 35 43
apart 35 44
apart 35 48
apart 35 50
apart 35 52
apart 35 56
apart 35 58
apart 36 38
apart 36 46
apart 36 47
apart 36 54
apart 37 47
apart 37 48
apart 37 50
apart 37 53
apart 38 39
apart 38 42
apart 38 48
apart 38 55
apart 38 58
apart 39 40
apart 39 49
apart 39 51
apart 39 52
apart 39 57
apart 40 41
apart 40 49
apart 40 52
apart 40 54
apart 40 59
apart 41 43
apart 41 44
apart 41 49
apart 41 50
apart 41 54
apart 41 56
apart 42 43
apart 42 46
apart 42 49
apart 42 51
apart 42 53
together 42 57
apart 43 44
apart 43 45
apart 43 47
apart 43 52
apart 43 54
apart 43 55
apart 44 51
apart 44 54
apart 44 56
apart 44 57
apart 44 58
apart 45 49
apart 45 59
apart 47 49
apart 48 51
apart 48 57
apart 48 59
apart 49 54
apart 49 57
apart 50 55
apart 50 58
apart 54 55
apart 54 56
apart 54 58
apart 54 59
apart 55 58
apart 56 58
apart 57 58
