300 30
apart 64 247
apart 64 248
apart 65 86
apart 65 113
apart 65 273
apart 66 67
apart 66 83
apart 66 93
apart 66 109
apart 66 150
apart 66 199
apart 66 254
apart 66 258
apart 66 265
apart 66 268
apart 66 271
apart 67 93
apart 67 150
apart 67 194
apart 67 229
apart 67 235
apart 67 272
apart 68 87
apart 68 93
apart 68 128
apart 68 141
apart 68 189
apart 68 198
apart 68 266
apart 68 273
apart 68 287
apart 69 85
apart 69 119
apart 69 122
apart 69 126
apart 70 139
apart 70 174
apart 70 176
apart 70 178
apart 71 140
apart 71 284
apart 72 73
apart 72 88
apart 72 128
apart 72 232
apart 72 244
apart 72 246
apart 73 86
apart 73 130
apart 73 146
apart 73 199
apart 73 208
apart 73 217
apart 73 223
apart 74 81
apart 74 99
apart 74 150
apart 74 264
apart 74 291
apart 75 152
apart 75 210
apart 75 235
apart 75 248
apart 75 268
apart 75 270
apart 75 289
apart 76 79
apart 76 81
apart 76 95
apart 76 207
apart 76 215
apart 76 232
apart 77 99
apart 77 255
apart 78 174
apart 78 175
apart 79 124
apart 79 198
apart 79 202
apart 79 239
apart 80 200
apart 80 230
apart 80 236
apart 81 191
apart 81 226
apart 82 111
apart 82 147
apart 82 155
apart 82 206
apart 82 217
apart 82 263
apart 83 198
apart 84 133
apart 84 153
apart 84 236
apart 84 255
apart 84 279
apart 84 289
apart 85 157
apart 86 299
apart 87 205
apart 87 295
apart 88 116
apart 88 142
apart 88 273
apart 88 289
apart 88 296
apart 89 118
apart 89 277
apart 90 133
apart 90 231
apart 90 253
apart 91 126
apart 91 128
apart 91 227
apart 91 270
apart 92 124
apart 92 153
apart 92 204
apart 92 214
apart 92 253
apart 92 281
apart 93 127
apart 93 143
apart 93 221
apart 93 298
apart 94 209
apart 94 212
apart 94 218
apart 94 221
apart 94 239
apart 94 251
apart 95 185
apart 95 209
apart 96 160
apart 96 182
apart 96 213
apart 96 228
apart 96 240
apart 97 107
apart 97 127
apart 97 242
apart 97 268
apart 98 110
apart 98 233
apart 98 272
apart 98 287
apart 99 295
apart 100 145
apart 100 236
apart 100 298
apart 101 154
apart 101 216
apart 102 104
apart 102 121
apart 102 236
apart 103 227
apart 104 105
apart 104 107
apart 104 142
apart 105 265
apart 106 203
apart 106 223
apart 107 113
apart 107 128
apart 107 163
apart 107 165
apart 107 192
apart 107 206
apart 108 169
apart 108 257
apart 109 257
apart 110 211
apart 111 145
apart 111 173
apart 111 220
apart 111 222
apart 111 277
apart 112 210
apart 112 296
apart 113 124
apart 113 199
apart 113 267
apart 114 132
apart 114 135
apart 114 202
apart 114 222
apart 114 250
apart 114 257
apart 114 288
apart 115 138
apart 115 158
apart 115 240
apart 115 268
apart 115 278
apart 115 288
apart 116 260
apart 116 287
apart 116 293
apart 117 129
apart 117 163
apart 117 232
apart 118 183
apart 118 280
apart 119 157
apart 119 166
apart 119 235
apart 119 261
apart 120 176
apart 120 190
apart 120 249
apart 120 267
apart 120 272
apart 121 243
apart 121 289
apart 122 139
apart 122 202
apart 122 223
apart 122 244
apart 123 197
apart 123 255
apart 124 196
apart 124 260
apart 125 170
apart 125 182
apart 125 194
apart 126 132
apart 127 137
apart 127 188
apart 127 240
apart 128 258
apart 128 268
apart 129 163
apart 129 227
apart 129 232
apart 129 276
apart 130 140
apart 130 169
apart 130 224
apart 130 281
apart 131 147
apart 131 149
apart 131 165
apart 131 248
apart 132 213
apart 132 290
apart 133 162
apart 133 189
apart 133 210
apart 133 223
apart 133 255
apart 134 142
apart 134 165
apart 134 188
apart 134 207
apart 134 215
apart 134 227
apart 134 230
apart 135 166
apart 135 253
apart 135 262
apart 136 140
apart 136 202
apart 136 267
apart 136 299
apart 137 150
apart 137 153
apart 137 191
apart 137 204
apart 138 141
apart 138 146
apart 138 201
apart 138 237
apart 138 246
apart 138 255
apart 139 188
apart 139 234
apart 139 255
apart 140 163
apart 140 166
apart 140 214
apart 140 245
apart 140 266
apart 141 175
apart 141 189
apart 141 234
apart 142 146
apart 142 149
apart 142 170
apart 142 186
apart 142 231
apart 143 274
apart 143 296
apart 144 159
apart 144 189
apart 144 215
apart 144 216
apart 144 280
apart 144 295
apart 145 148
apart 145 164
apart 145 267
apart 145 275
apart 146 208
apart 146 270
apart 147 263
apart 148 228
apart 148 241
apart 148 242
apart 148 269
apart 149 246
apart 150 161
apart 150 171
apart 150 189
apart 150 211
apart 150 257
apart 150 266
apart 150 271
apart 150 297
apart 151 230
apart 152 193
apart 152 226
apart 152 266
apart 152 272
apart 153 163
apart 153 260
apart 153 279
apart 154 161
apart 154 201
apart 154 231
apart 155 157
apart 155 175
apart 155 226
apart 155 271
apart 156 200
apart 157 285
apart 159 166
apart 159 220
apart 159 260
apart 159 268
apart 159 277
apart 160 178
apart 160 180
apart 160 196
apart 160 208
apart 160 220
apart 160 223
apart 160 236
apart 161 190
apart 161 195
apart 161 217
apart 161 251
apart 162 167
apart 162 233
apart 162 262
apart 163 267
apart 163 292
apart 163 297
apart 165 203
apart 165 248
apart 165 274
apart 166 248
apart 167 199
apart 167 228
apart 168 230
apart 168 237
apart 168 238
apart 168 281
apart 169 265
apart 170 202
apart 171 234
apart 172 217
apart 172 274
apart 173 255
apart 173 275
apart 173 287
apart 174 182
apart 174 213
apart 175 263
apart 175 267
apart 175 285
apart 176 203
apart 176 226
apart 176 297
apart 177 210
apart 177 229
apart 177 235
apart 177 277
apart 177 298
apart 178 189
apart 178 194
apart 178 257
apart 178 285
apart 179 266
apart 179 270
apart 180 243
apart 181 282
apart 182 256
apart 182 287
apart 183 187
apart 183 225
apart 183 267
apart 183 269
apart 184 216
apart 184 236
apart 184 262
apart 185 251
apart 190 214
apart 190 229
apart 190 252
apart 190 254
apart 191 211
apart 191 221
apart 191 244
apart 191 248
apart 192 233
apart 193 219
apart 193 243
apart 193 284
apart 193 286
apart 194 210
apart 195 197
apart 195 221
apart 195 234
apart 196 244
apart 197 199
apart 197 294
apart 198 262
apart 199 235
apart 200 208
apart 200 227
apart 200 252
apart 200 263
apart 200 275
apart 201 215
apart 201 217
apart 203 275
apart 204 276
apart 204 299
apart 205 236
apart 205 283
apart 206 254
apart 206 256
apart 206 281
apart 207 212
apart 207 282
apart 208 220
apart 208 232
apart 208 292
apart 208 295
apart 209 234
apart 209 271
apart 212 239
apart 213 217
apart 213 232
apart 213 238
apart 213 269
apart 214 216
apart 214 224
apart 214 231
apart 215 234
apart 215 244
apart 215 252
apart 215 254
apart 215 273
apart 216 255
apart 216 290
apart 217 255
apart 218 278
apart 219 243
apart 219 257
apart 221 275
apart 222 223
apart 222 256
apart 222 291
apart 223 260
apart 224 254
apart 224 270
apart 224 289
apart 226 236
apart 226 264
apart 226 266
apart 227 258
apart 228 235
apart 229 230
apart 229 245
apart 230 278
apart 230 281
apart 230 297
apart 231 239
apart 231 288
apart 232 245
apart 232 283
apart 235 236
apart 235 240
apart 235 271
apart 235 287
apart 238 251
apart 238 254
apart 238 273
apart 239 254
apart 239 264
apart 240 241
apart 240 252
apart 240 280
apart 241 252
apart 242 250
apart 243 270
apart 244 270
apart 245 263
apart 246 265
apart 247 297
apart 251 253
apart 251 282
apart 253 296
apart 254 260
apart 254 265
apart 254 273
apart 254 297
apart 255 293
apart 257 269
apart 259 297
apart 262 274
apart 262 278
apart 263 299
apart 264 282
apart 264 294
apart 266 281
apart 267 268
apart 267 296
apart 270 277
apart 270 284
apart 270 289
apart 270 297
apart 272 278
apart 282 284
apart 283 284
apart 287 288
apart 287 293
apart 293 294
