300 30
apart 61 194
apart 61 206
apart 61 239
apart 61 260
apart 61 266
apart 61 269
apart 62 112
apart 62 116
apart 62 125
apart 62 139
apart 62 150
apart 62 168
apart 62 183
apart 62 208
apart 62 243
apart 62 244
apart 62 245
apart 62 252
apart 62 275
apart 63 76
apart 63 98
apart 63 126
apart 63 218
apart 63 286
apart 64 211
apart 64 272
apart 65 71
apart 65 77
apart 65 151
apart 65 172
apart 65 209
apart 65 217
apart 66 92
apart 66 210
apart 67 82
apart 67 115
apart 67 123
apart 67 198
apart 67 246
apart 67 286
apart 68 69
apart 68 70
apart 68 120
apart 68 128
apart 68 252
apart 69 96
apart 69 110
apart 69 172
apart 69 189
apart 69 217
apart 69 250
apart 69 261
apart 69 276
apart 70 191
apart 70 193
apart 70 197
apart 70 219
apart 70 260
apart 70 271
apart 70 285
apart 71 76
apart 71 145
apart 71 149
apart 71 254
apart 72 140
apart 72 142
apart 72 195
apart 72 214
apart 72 220
apart 72 227
apart 72 279
apart 73 205
apart 73 212
apart 73 229
apart 73 275
apart 73 280
apart 74 109
apart 74 158
apart 74 177
apart 74 250
apart 74 257
apart 75 77
apart 75 84
apart 75 117
apart 75 173
apart 75 196
apart 75 250
apart 75 253
apart 75 268
apart 76 116
apart 76 117
apart 76 123
apart 76 219
apart 76 299
apart 77 86
apart 77 89
apart 77 103
apart 77 107
apart 77 135
apart 77 159
apart 77 165
apart 77 168
apart 77 221
apart 77 253
apart 78 243
apart 78 245
apart 79 143
apart 79 149
apart 79 229
apart 79 261
apart 79 285
apart 79 292
apart 80 84
apart 80 117
apart 80 150
apart 80 158
apart 80 207
apart 80 222
apart 80 235
apart 80 286
apart 80 294
apart 81 105
apart 81 124
apart 81 185
apart 81 236
apart 81 285
apart 82 87
apart 82 133
apart 82 247
apart 82 253
apart 83 89
apart 83 113
apart 83 169
apart 83 214
apart 83 264
apart 83 270
apart 83 299
apart 84 85
apart 84 125
apart 84 142
apart 84 203
apart 84 279
apart 84 295
apart 85 107
apart 85 117
apart 85 129
apart 85 134
apart 85 163
apart 85 190
apart 85 242
apart 85 288
apart 85 297
apart 86 170
apart 86 217
apart 86 244
apart 86 272
apart 86 283
apart 87 94
apart 87 114
apart 87 188
apart 87 294
apart 88 144
apart 88 171
apart 88 219
apart 88 247
apart 88 255
apart 89 110
apart 89 120
apart 89 126
apart 89 233
apart 89 241
apart 89 246
apart 89 273
apart 90 116
apart 90 176
apart 91 146
apart 91 169
apart 91 202
apart 91 218
apart 91 227
apart 91 284
apart 91 292
apart 92 102
apart 92 111
apart 92 114
apart 92 134
apart 92 159
apart 92 186
apart 92 220
apart 92 252
apart 92 298
apart 93 97
apart 93 116
apart 93 133
apart 93 166
apart 93 211
apart 94 174
apart 94 198
apart 94 199
apart 94 203
apart 94 233
apart 95 109
apart 95 131
apart 95 140
apart 95 175
apart 96 98
apart 96 210
apart 96 278
apart 96 292
apart 97 152
apart 97 153
apart 97 175
apart 97 188
apart 97 226
apart 97 232
apart 97 269
apart 97 278
apart 98 173
apart 98 193
apart 98 206
apart 98 211
apart 98 261
apart 98 276
apart 98 294
apart 99 132
apart 99 162
apart 99 176
apart 99 185
apart 99 241
apart 100 179
apart 100 180
apart 100 202
apart 100 204
apart 100 220
apart 100 260
apart 101 168
apart 101 232
apart 101 262
apart 102 143
apart 102 152
apart 102 157
apart 102 161
apart 102 180
apart 102 203
apart 102 205
apart 102 275
apart 102 291
apart 102 295
apart 103 126
apart 103 164
apart 103 172
apart 104 140
apart 104 186
apart 104 250
apart 105 156
apart 105 186
apart 105 197
apart 105 214
apart 106 169
apart 106 171
apart 106 184
apart 106 215
apart 106 243
apart 106 272
apart 106 288
apart 106 297
apart 106 298
apart 107 144
apart 107 215
apart 107 287
apart 107 291
apart 108 141
apart 108 176
apart 108 206
apart 108 207
apart 108 211
apart 108 214
apart 109 114
apart 109 153
apart 109 226
apart 109 243
apart 110 159
apart 110 184
apart 110 193
apart 110 232
apart 111 128
apart 112 130
apart 112 142
apart 113 164
apart 113 220
apart 113 225
apart 113 273
apart 113 274
apart 113 279
apart 113 293
apart 114 119
apart 114 132
apart 114 198
apart 114 215
apart 114 220
apart 114 241
apart 114 296
apart 115 116
apart 115 123
apart 115 132
apart 115 135
apart 115 138
apart 115 176
apart 115 264
apart 116 156
apart 116 200
apart 116 227
apart 116 235
apart 116 273
apart 117 119
apart 117 124
apart 117 150
apart 117 191
apart 117 275
apart 117 281
apart 118 126
apart 118 208
apart 118 295
apart 118 299
apart 119 156
apart 119 168
apart 119 179
apart 119 183
apart 119 192
apart 119 212
apart 120 154
apart 120 186
apart 120 247
apart 120 272
apart 120 299
apart 121 124
apart 121 160
apart 122 154
apart 122 156
apart 122 206
apart 122 215
apart 122 235
apart 122 285
apart 124 139
apart 124 179
apart 124 181
apart 124 262
apart 124 276
apart 124 284
apart 125 153
apart 125 158
apart 125 275
apart 126 138
apart 126 175
apart 126 262
apart 127 168
apart 127 181
apart 127 213
apart 127 233
apart 128 144
apart 128 238
apart 128 264
apart 128 285
apart 129 191
apart 129 202
apart 129 240
apart 130 146
apart 130 168
apart 130 171
apart 130 175
apart 130 214
apart 131 141
apart 131 186
apart 131 192
apart 131 227
apart 131 255
apart 131 295
apart 132 149
apart 132 153
apart 132 159
apart 132 164
apart 132 261
apart 133 173
apart 133 217
apart 134 256
apart 134 258
apart 134 274
apart 134 293
apart 135 185
apart 136 224
apart 136 252
apart 136 292
apart 137 153
apart 137 165
apart 137 200
apart 137 202
apart 137 252
apart 138 164
apart 138 170
apart 138 185
apart 138 248
apart 138 271
apart 138 288
apart 139 170
apart 139 203
apart 140 239
apart 141 162
apart 141 170
apart 141 205
apart 142 155
apart 142 210
apart 142 232
apart 142 294
apart 143 150
apart 143 257
apart 144 232
apart 144 260
apart 144 275
apart 145 149
apart 145 154
apart 145 157
apart 145 193
apart 145 234
apart 145 266
apart 146 149
apart 146 158
apart 146 197
apart 146 198
apart 146 230
apart 147 151
apart 147 154
apart 147 169
apart 147 180
apart 148 169
apart 148 192
apart 148 215
apart 148 216
apart 148 228
apart 148 234
apart 148 285
apart 149 174
apart 149 193
apart 149 212
apart 149 236
apart 149 272
apart 151 174
apart 151 175
apart 151 177
apart 151 184
apart 151 237
apart 151 241
apart 151 299
apart 152 155
apart 152 180
apart 152 258
apart 152 267
apart 152 294
apart 153 224
apart 153 246
apart 153 254
apart 154 157
apart 154 171
apart 154 174
apart 154 176
apart 154 207
apart 154 253
apart 155 189
apart 155 192
apart 155 221
apart 155 227
apart 155 265
apart 155 291
apart 156 195
apart 156 214
apart 156 224
apart 156 227
apart 156 233
apart 157 209
apart 157 232
apart 157 293
apart 158 168
apart 158 244
apart 159 187
apart 160 161
apart 160 168
apart 160 247
apart 161 165
apart 161 185
apart 161 216
apart 161 241
apart 161 267
apart 161 286
apart 162 182
apart 162 187
apart 162 281
apart 162 283
apart 163 212
apart 163 263
apart 164 170
apart 165 238
apart 165 262
apart 166 203
apart 166 256
apart 167 186
apart 167 245
apart 167 298
apart 169 194
apart 169 197
apart 170 201
apart 170 207
apart 171 187
apart 171 241
apart 171 248
apart 172 298
apart 173 175
apart 173 238
apart 173 296
apart 174 184
apart 174 234
apart 174 288
apart 174 296
apart 175 248
apart 175 260
apart 175 281
apart 176 218
apart 176 229
apart 176 243
apart 178 182
apart 178 271
apart 179 201
apart 179 229
apart 179 265
apart 179 267
apart 180 213
apart 180 260
apart 181 191
apart 181 220
apart 181 263
apart 181 278
apart 182 185
apart 182 193
apart 183 223
apart 183 258
apart 183 265
apart 184 192
apart 184 256
apart 184 280
apart 184 295
apart 185 232
apart 185 249
apart 186 189
apart 186 238
apart 186 245
apart 186 259
apart 186 281
apart 187 262
apart 187 264
apart 188 196
apart 189 203
apart 189 216
apart 189 227
apart 189 261
apart 190 198
apart 190 205
apart 191 198
apart 191 276
apart 191 277
apart 192 233
apart 192 234
apart 192 238
apart 192 251
apart 192 288
apart 194 212
apart 195 249
apart 195 251
apart 196 212
apart 196 245
apart 196 271
apart 197 220
apart 197 230
apart 198 220
apart 198 221
apart 199 214
apart 199 216
apart 199 233
apart 200 209
apart 200 225
apart 200 241
apart 200 280
apart 201 218
apart 201 245
apart 202 206
apart 202 209
apart 202 222
apart 202 262
apart 202 265
apart 202 298
apart 203 246
apart 204 258
apart 204 269
apart 205 210
apart 205 278
apart 205 295
apart 206 215
apart 206 224
apart 206 247
apart 207 212
apart 207 265
apart 207 287
apart 208 218
apart 208 239
apart 208 276
apart 209 251
apart 209 280
apart 210 219
apart 210 240
apart 210 242
apart 210 272
apart 211 293
apart 212 213
apart 212 241
apart 212 247
apart 212 249
apart 212 254
apart 212 256
apart 212 291
apart 213 260
apart 214 229
apart 214 249
apart 214 272
apart 215 270
apart 216 219
apart 216 249
apart 216 267
apart 218 219
apart 218 272
apart 219 262
apart 220 261
apart 220 262
apart 222 225
apart 222 285
apart 222 288
apart 223 233
apart 223 236
apart 223 265
apart 224 257
apart 224 265
apart 225 229
apart 226 246
apart 226 297
apart 227 293
apart 228 231
apart 228 286
apart 230 238
apart 230 250
apart 230 269
apart 230 297
apart 231 259
apart 232 288
apart 233 276
apart 233 289
apart 234 259
apart 234 261
apart 234 287
apart 236 255
apart 238 245
apart 238 280
apart 239 276
apart 239 297
apart 240 279
apart 242 272
apart 243 245
apart 243 264
apart 244 268
apart 246 287
apart 247 258
apart 247 278
apart 247 280
apart 247 291
apart 247 299
apart 248 267
apart 252 255
apart 252 256
apart 252 296
apart 253 271
apart 254 258
apart 254 280
apart 254 285
apart 254 286
apart 255 278
apart 256 277
apart 256 282
apart 256 289
apart 257 284
apart 258 286
apart 258 290
apart 259 282
apart 260 282
apart 263 282
apart 265 275
apart 265 290
apart 265 291
apart 266 277
apart 267 288
apart 269 270
apart 271 298
apart 277 278
apart 277 299
apart 278 296
apart 288 297
