300 30
apart 61 155
apart 61 189
apart 61 257
apart 62 73
apart 62 93
apart 62 97
apart 62 105
apart 62 117
apart 62 187
apart 62 250
apart 63 143
apart 63 195
apart 63 202
apart 63 208
apart 63 260
apart 63 295
apart 64 105
apart 64 142
apart 64 156
apart 64 220
apart 64 234
apart 64 261
apart 64 290
apart 64 293
apart 65 82
apart 65 188
apart 65 201
apart 66 70
apart 66 203
apart 66 239
apart 66 248
apart 66 297
apart 67 163
apart 67 173
apart 67 178
apart 67 184
apart 67 213
apart 67 260
apart 67 283
apart 68 141
apart 68 170
apart 68 186
apart 68 230
apart 68 234
apart 68 255
apart 69 76
apart 69 83
apart 69 98
apart 69 116
apart 69 141
apart 69 166
apart 69 190
apart 69 234
apart 69 245
apart 70 108
apart 70 138
apart 70 146
apart 70 152
apart 70 154
apart 70 207
apart 70 247
apart 70 292
apart 71 74
apart 71 106
apart 71 117
apart 71 130
apart 71 156
apart 71 188
apart 71 282
apart 72 140
apart 72 174
apart 72 199
apart 72 237
apart 72 247
apart 72 266
apart 73 87
apart 73 113
apart 73 164
apart 73 172
apart 73 222
apart 73 250
apart 73 260
apart 73 265
apart 73 288
apart 73 291
apart 74 109
apart 74 134
apart 74 165
apart 74 173
apart 74 226
apart 74 228
apart 75 129
apart 75 151
apart 75 201
apart 75 280
apart 76 227
apart 76 267
apart 76 277
apart 76 297
apart 77 100
apart 77 140
apart 77 154
apart 77 272
apart 78 117
apart 78 148
apart 78 207
apart 78 215
apart 79 106
apart 79 200
apart 79 245
apart 79 250
apart 79 254
apart 79 269
apart 80 190
apart 80 201
apart 80 235
apart 80 236
apart 80 270
apart 81 91
apart 81 124
apart 81 142
apart 81 151
apart 81 155
apart 81 181
apart 81 231
apart 81 244
apart 81 250
apart 81 260
apart 81 272
apart 81 297
apart 82 95
apart 82 127
apart 82 128
apart 82 152
apart 82 165
apart 82 278
apart 83 115
apart 83 116
apart 83 139
apart 83 143
apart 83 153
apart 83 177
apart 83 178
apart 83 291
apart 84 92
apart 84 182
apart 84 195
apart 84 198
apart 84 211
apart 84 235
apart 84 248
apart 84 265
apart 85 205
apart 85 209
apart 85 261
apart 85 272
apart 86 247
apart 87 95
apart 87 111
apart 87 121
apart 87 148
apart 87 157
apart 87 200
apart 87 217
apart 87 286
apart 88 208
apart 89 91
apart 89 157
apart 89 201
apart 90 120
apart 90 128
apart 90 241
apart 90 249
apart 90 259
apart 91 136
apart 91 227
apart 91 280
apart 91 296
apart 92 115
apart 92 157
apart 92 180
apart 92 210
apart 92 241
apart 92 252
apart 92 254
apart 92 282
apart 93 99
apart 93 102
apart 93 131
apart 93 175
apart 93 227
apart 94 200
apart 94 275
apart 95 107
apart 95 174
apart 95 186
apart 95 191
apart 95 223
apart 95 233
apart 95 268
apart 95 278
apart 96 99
apart 96 177
apart 96 190
apart 97 163
apart 97 279
apart 98 198
apart 98 230
apart 98 247
apart 98 272
apart 98 281
apart 99 146
apart 99 176
apart 99 191
apart 100 147
apart 100 199
apart 101 152
apart 101 217
apart 101 250
apart 101 265
apart 101 270
apart 101 287
apart 102 141
apart 102 143
apart 102 165
apart 102 218
apart 102 269
apart 102 293
apart 103 130
apart 103 174
apart 103 181
apart 103 251
apart 103 266
apart 103 282
apart 103 299
apart 104 112
apart 104 145
apart 104 266
apart 104 295
apart 105 130
apart 105 149
apart 105 174
apart 105 259
apart 105 266
apart 105 294
apart 106 139
apart 106 185
apart 106 288
apart 107 138
apart 107 156
apart 107 177
apart 107 185
apart 107 274
apart 107 287
apart 108 111
apart 108 126
apart 108 213
apart 108 279
apart 109 292
apart 109 296
apart 110 112
apart 110 120
apart 110 142
apart 110 172
apart 110 182
apart 110 214
apart 110 229
apart 110 247
apart 110 260
apart 110 272
apart 110 283
apart 110 294
apart 112 142
apart 112 151
apart 112 168
apart 112 193
apart 112 220
apart 112 229
apart 112 272
apart 113 128
apart 113 212
apart 113 255
apart 113 288
apart 113 293
apart 114 130
apart 114 166
apart 114 169
apart 114 289
apart 115 148
apart 115 218
apart 115 226
apart 115 274
apart 115 277
apart 115 294
apart 116 122
apart 116 126
apart 116 185
apart 117 126
apart 117 144
apart 117 160
apart 117 214
apart 117 245
apart 118 149
apart 118 173
apart 118 179
apart 118 202
apart 119 154
apart 119 193
apart 119 203
apart 119 217
apart 119 234
apart 119 244
apart 119 249
apart 119 251
apart 119 256
apart 119 270
apart 121 201
apart 122 136
apart 122 212
apart 122 264
apart 123 217
apart 123 226
apart 123 258
apart 123 281
apart 123 282
apart 123 283
apart 123 289
apart 124 177
apart 124 217
apart 125 174
apart 125 197
apart 125 274
apart 127 198
apart 127 214
apart 127 249
apart 128 194
apart 128 283
apart 128 294
apart 129 225
apart 129 267
apart 129 272
apart 129 283
apart 129 287
apart 130 170
apart 130 275
apart 131 152
apart 131 169
apart 131 267
apart 132 144
apart 132 149
apart 132 175
apart 132 182
apart 132 215
apart 133 155
apart 133 170
apart 133 223
apart 133 261
apart 133 270
apart 133 277
apart 134 212
apart 135 191
apart 135 200
apart 135 249
apart 135 294
apart 136 168
apart 136 223
apart 136 237
apart 136 249
apart 136 271
apart 136 284
apart 136 288
apart 137 174
apart 137 247
apart 137 265
apart 137 276
apart 137 282
apart 138 163
apart 138 171
apart 139 291
apart 140 168
apart 140 184
apart 140 207
apart 141 209
apart 141 235
apart 141 237
apart 141 247
apart 141 273
apart 141 297
apart 142 193
apart 142 248
apart 142 265
apart 142 278
apart 143 180
apart 143 244
apart 143 254
apart 143 272
apart 143 296
apart 144 193
apart 144 244
apart 145 161
apart 145 196
apart 145 235
apart 145 267
apart 146 153
apart 146 155
apart 146 276
apart 147 156
apart 148 256
apart 149 155
apart 149 206
apart 149 224
apart 149 233
apart 149 258
apart 149 268
apart 150 165
apart 150 217
apart 150 225
apart 150 281
apart 150 293
apart 151 154
apart 151 253
apart 151 275
apart 151 279
apart 151 282
apart 152 171
apart 152 237
apart 153 189
apart 153 222
apart 153 223
apart 154 220
apart 154 252
apart 155 195
apart 155 232
apart 155 294
apart 155 298
apart 156 248
apart 157 177
apart 157 184
apart 157 232
apart 158 174
apart 158 182
apart 158 211
apart 158 244
apart 158 258
apart 159 290
apart 159 291
apart 160 192
apart 160 212
apart 160 232
apart 160 292
apart 161 162
apart 161 176
apart 161 185
apart 161 258
apart 161 278
apart 161 284
apart 161 286
apart 162 195
apart 162 212
apart 162 275
apart 163 172
apart 163 236
apart 163 287
apart 164 297
apart 165 170
apart 165 173
apart 165 178
apart 165 232
apart 165 243
apart 165 261
apart 165 299
apart 166 176
apart 166 181
apart 166 218
apart 167 217
apart 167 224
apart 167 231
apart 167 232
apart 167 234
apart 168 174
apart 168 198
apart 168 211
apart 168 244
apart 168 250
apart 169 176
apart 169 203
apart 169 224
apart 169 296
apart 170 228
apart 170 244
apart 171 239
apart 171 242
apart 171 251
apart 171 279
apart 172 196
apart 172 211
apart 172 229
apart 172 251
apart 172 285
apart 173 254
apart 174 183
apart 174 214
apart 174 233
apart 174 255
apart 175 225
apart 175 264
apart 176 187
apart 176 233
apart 176 278
apart 176 286
apart 177 234
apart 177 297
apart 178 216
apart 178 244
apart 179 245
apart 179 262
apart 179 267
apart 179 280
apart 179 291
apart 182 224
apart 182 229
apart 183 203
apart 183 205
apart 183 222
apart 183 241
apart 184 187
apart 184 202
apart 184 253
apart 184 299
apart 185 202
apart 185 235
apart 185 274
apart 185 288
apart 186 216
apart 186 229
apart 186 270
apart 187 201
apart 187 273
apart 188 240
apart 188 289
apart 189 191
apart 189 212
apart 189 233
apart 189 241
apart 190 213
apart 191 255
apart 191 258
apart 192 201
apart 192 214
apart 192 217
apart 192 231
apart 192 260
apart 192 273
apart 193 276
apart 193 286
apart 194 253
apart 194 267
apart 195 236
apart 195 277
apart 196 205
apart 197 222
apart 197 228
apart 197 238
apart 197 257
apart 198 252
apart 199 293
apart 200 204
apart 200 217
apart 200 244
apart 201 256
apart 202 260
apart 202 267
apart 202 293
apart 204 219
apart 204 237
apart 204 243
apart 204 289
apart 205 287
apart 206 266
apart 207 235
apart 207 249
apart 208 253
apart 208 254
apart 208 258
apart 208 280
apart 208 283
apart 209 215
apart 209 237
apart 210 219
apart 210 283
apart 211 250
apart 211 280
apart 211 288
apart 212 236
apart 212 239
apart 212 259
apart 212 268
apart 212 286
apart 213 293
apart 214 283
apart 214 285
apart 215 216
apart 215 299
apart 216 230
apart 216 236
apart 216 256
apart 216 295
apart 217 235
apart 217 255
apart 217 258
apart 218 224
apart 218 229
apart 218 254
apart 218 255
apart 218 267
apart 219 239
apart 220 249
apart 221 233
apart 221 235
apart 222 225
apart 222 251
apart 222 275
apart 223 267
apart 223 274
apart 223 285
apart 223 290
apart 224 225
apart 225 256
apart 225 299
apart 226 294
apart 229 276
apart 231 247
apart 231 250
apart 231 270
apart 233 280
apart 233 283
apart 233 294
apart 234 240
apart 234 268
apart 234 285
apart 235 299
apart 236 237
apart 237 240
apart 237 296
apart 238 266
apart 238 267
apart 238 283
apart 241 260
apart 241 269
apart 241 273
apart 241 293
apart 244 288
apart 244 293
apart 245 256
apart 245 263
apart 245 293
apart 246 248
apart 246 282
apart 247 267
apart 247 270
apart 250 280
apart 250 286
apart 250 296
apart 251 295
apart 252 271
apart 253 254
apart 254 272
apart 254 273
apart 254 294
apart 257 258
apart 257 297
apart 257 299
apart 258 291
apart 259 268
apart 259 294
apart 260 290
apart 261 270
apart 262 299
apart 267 270
apart 267 276
apart 268 278
apart 268 282
apart 269 275
apart 269 290
apart 270 275
apart 272 294
apart 272 298
apart 273 288
apart 278 299
apart 281 288
apart 282 286
apart 283 290
apart 286 296
apart 287 297
apart 287 298
apart 291 296
